2008080113_00028258_W	2008-08-01 13:44:41	0.0
2008080121_00011446_W	2008-08-01 21:30:51	0.0
2008080210_00031398_W	2008-08-02 10:55:40	0.01
2008080218_00007406_W	2008-08-02 18:10:41	0.01
2008080221_00024025_W	2008-08-02 21:56:08	0.0
2008080304_00017997_W	2008-08-03 04:36:43	0.01
2008080305_00019576_W	2008-08-03 05:36:51	0.0
2008080313_00011542_W	2008-08-03 13:19:33	0.01
2008080316_00010397_W	2008-08-03 16:13:53	0.0
2008080316_00010895_W	2008-08-03 16:14:48	0.0
2008080316_00011053_W	2008-08-03 16:14:50	0.0
2008080316_00011334_W	2008-08-03 16:14:54	0.0
2008080316_00011374_W	2008-08-03 16:14:55	0.0
2008080316_00011417_W	2008-08-03 16:14:56	0.0
2008080316_00011408_W	2008-08-03 16:14:56	0.01
2008080322_00005113_W	2008-08-03 22:12:06	0.0
2008080322_00011998_W	2008-08-03 22:50:04	0.0
2008080323_00057572_W	2008-08-03 23:50:46	0.01
2008080404_00005822_W	2008-08-04 04:07:21	0.01
2008080407_00033964_W	2008-08-04 07:49:39	0.0
2008080410_00045798_W	2008-08-04 10:54:05	0.0
2008080412_00038351_W	2008-08-04 12:53:49	0.0
2008080414_00024475_W	2008-08-04 14:32:10	0.0
2008080415_00046001_W	2008-08-04 15:53:31	0.0
2008080416_00041088_W	2008-08-04 16:47:08	0.0
2008080419_00004460_W	2008-08-04 19:06:19	0.0
2008080420_00005350_W	2008-08-04 20:05:24	0.0
2008080420_00035496_W	2008-08-04 20:46:10	0.0
2008080422_00035809_W	2008-08-04 22:53:38	0.0
2008080500_00000818_W	2008-08-05 00:02:47	0.0
2008080501_00025547_W	2008-08-05 01:53:16	0.0
2008080504_00037122_W	2008-08-05 04:53:01	0.0
2008080506_00013085_W	2008-08-05 06:22:12	0.0
2008080515_00032192_W	2008-08-05 15:45:28	0.0
2008080516_00003656_W	2008-08-05 16:02:13	0.01
2008080517_00034522_W	2008-08-05 17:35:18	0.0
2008080518_00007097_W	2008-08-05 18:10:20	0.01
2008080518_00018955_W	2008-08-05 18:41:35	0.02
2008080519_00013046_W	2008-08-05 19:17:38	0.01
2008080523_00028951_W	2008-08-05 23:32:22	0.01
2008080602_00025318_W	2008-08-06 02:55:22	0.0
2008080615_00025429_W	2008-08-06 15:21:26	0.03
2008080621_00027355_W	2008-08-06 21:59:04	0.01
2008080622_00043204_W	2008-08-06 22:10:06	0.02
2008080622_00062860_W	2008-08-06 22:15:10	0.0
2008080623_00002320_W	2008-08-06 23:11:01	0.0
2008080704_00013134_W	2008-08-07 04:55:08	0.03
2008080709_00009738_W	2008-08-07 09:51:59	0.0
2008080711_00000118_W	2008-08-07 11:05:18	0.0
2008080711_00008992_W	2008-08-07 11:28:27	0.0
2008080713_00011353_W	2008-08-07 13:43:55	0.0
2008080717_00002792_W	2008-08-07 17:09:11	0.0
2008080801_00009543_W	2008-08-08 01:27:09	0.0
2008080804_00012457_W	2008-08-08 04:51:03	0.0
2008080808_00007195_W	2008-08-08 08:28:17	0.0
2008080818_00013501_W	2008-08-08 18:48:02	0.02
2008080818_00026588_W	2008-08-08 18:55:57	0.0
2008080818_00029273_W	2008-08-08 18:56:14	0.02
2008080819_00025310_W	2008-08-08 19:03:12	0.03
2008080819_00027575_W	2008-08-08 19:03:23	0.02
2008080819_00051354_W	2008-08-08 19:06:18	0.03
2008080819_00064358_W	2008-08-08 19:07:24	0.01
2008080819_00085017_W	2008-08-08 19:11:07	0.02
2008080819_00123636_W	2008-08-08 19:22:25	0.01
2008080819_00168028_W	2008-08-08 19:29:24	0.02
2008080819_00229682_W	2008-08-08 19:38:34	0.0
2008080819_00346768_W	2008-08-08 19:58:17	0.01
2008080820_00033607_W	2008-08-08 20:03:22	0.01
2008080820_00058582_W	2008-08-08 20:06:39	0.01
2008080820_00069708_W	2008-08-08 20:09:29	0.02
2008080820_00076856_W	2008-08-08 20:12:40	0.01
2008080821_00123436_W	2008-08-08 21:43:42	0.0
2008080821_00152643_W	2008-08-08 21:49:39	0.03
2008080821_00160608_W	2008-08-08 21:58:19	0.01
2008080821_00161940_W	2008-08-08 21:58:25	0.0
2008080822_00030484_W	2008-08-08 22:06:23	0.01
2008080823_00035163_W	2008-08-08 23:32:50	0.0
2008080823_00035410_W	2008-08-08 23:32:57	0.02
2008080904_00002207_W	2008-08-09 04:07:56	0.02
2008080905_00120548_W	2008-08-09 05:41:49	0.01
2008080906_00026251_W	2008-08-09 06:39:25	0.03
2008080915_00039424_W	2008-08-09 15:54:32	0.01
2008080917_00005601_W	2008-08-09 17:08:13	0.02
2008080917_00008903_W	2008-08-09 17:17:28	0.02
2008080919_00006422_W	2008-08-09 19:17:38	0.01
2008080922_00007872_W	2008-08-09 22:18:10	0.01
2008080923_00025340_W	2008-08-09 23:54:28	0.01
2008081002_00028940_W	2008-08-10 02:51:59	0.04
2008081008_00014079_W	2008-08-10 08:25:49	0.01
2008081014_00025072_W	2008-08-10 14:34:29	0.05
2008081015_00016987_W	2008-08-10 15:25:14	0.0
2008081015_00031744_W	2008-08-10 15:42:02	0.01
2008081023_00002883_W	2008-08-10 23:04:40	0.0
2008081023_00009334_W	2008-08-10 23:14:02	0.0
2008081023_00013644_W	2008-08-10 23:22:02	0.0
2008081101_00012301_W	2008-08-11 01:56:06	0.01
2008081102_00002457_W	2008-08-11 02:02:15	0.01
2008081102_00024342_W	2008-08-11 02:17:55	0.02
2008081103_00000058_W	2008-08-11 03:00:02	0.04
2008081109_00001601_W	2008-08-11 09:01:46	0.01
2008081109_00026090_W	2008-08-11 09:30:59	0.0
2008081118_00018468_W	2008-08-11 18:20:41	0.0
2008081122_00033572_W	2008-08-11 22:55:57	0.01
2008081201_00027690_W	2008-08-12 01:42:43	0.01
2008081203_00040122_W	2008-08-12 03:57:55	0.01
2008081209_00024834_W	2008-08-12 09:30:00	0.0
2008081212_00007058_W	2008-08-12 12:08:26	0.01
2008081215_00009558_W	2008-08-12 15:08:42	0.03
2008081216_00019249_W	2008-08-12 16:14:28	0.0
2008081221_00022633_W	2008-08-12 21:32:45	0.01
2008081301_00022110_W	2008-08-13 01:32:29	0.0
2008081307_00046309_W	2008-08-13 07:52:35	0.02
2008081311_00002139_W	2008-08-13 11:04:01	0.02
2008081311_00008896_W	2008-08-13 11:13:47	0.02
2008081311_00027865_W	2008-08-13 11:34:50	0.02
2008081312_00012560_W	2008-08-13 12:13:15	0.02
2008081312_00016299_W	2008-08-13 12:16:50	0.02
2008081319_00018696_W	2008-08-13 19:23:20	0.02
2008081400_00038982_W	2008-08-14 00:52:38	0.0
2008081505_00013829_W	2008-08-15 05:19:41	0.01
2008081508_00043702_W	2008-08-15 08:56:03	0.0
2008081519_00045819_W	2008-08-15 19:59:55	0.03
2008081520_00024409_W	2008-08-15 20:50:09	0.01
2008081605_00010265_W	2008-08-16 05:21:44	0.02
2008081614_00004714_W	2008-08-16 14:07:27	0.0
2008081614_00009201_W	2008-08-16 14:12:45	0.0
2008081622_00029693_W	2008-08-16 22:49:50	0.02
2008081704_00002325_W	2008-08-17 04:08:25	0.0
2008081710_00007858_W	2008-08-17 10:13:35	0.01
2008081722_00018888_W	2008-08-17 22:11:11	0.01
2008081723_00010317_W	2008-08-17 23:08:29	0.0
2008081723_00027102_W	2008-08-17 23:24:24	0.0
2008081814_00040767_W	2008-08-18 14:39:57	0.01
2008081814_00040959_W	2008-08-18 14:39:58	0.01
2008081814_00041098_W	2008-08-18 14:39:59	0.01
2008081814_00041298_W	2008-08-18 14:40:00	0.01
2008081814_00041428_W	2008-08-18 14:40:01	0.01
2008081814_00041746_W	2008-08-18 14:40:03	0.01
2008081814_00042603_W	2008-08-18 14:40:09	0.01
2008081814_00042708_W	2008-08-18 14:40:10	0.01
2008081814_00042705_W	2008-08-18 14:40:10	0.01
2008081819_00029427_W	2008-08-18 19:37:33	0.01
2008081819_00075236_W	2008-08-18 19:42:26	0.02
2008081819_00075568_W	2008-08-18 19:42:29	0.01
2008081819_00087899_W	2008-08-18 19:46:46	0.0
2008081819_00091226_W	2008-08-18 19:47:09	0.01
2008081917_00016863_W	2008-08-19 17:23:20	0.01
2008081918_00045983_W	2008-08-19 18:58:55	0.0
2008081919_00023802_W	2008-08-19 19:29:58	0.0
2008081919_00028186_W	2008-08-19 19:34:57	0.0
2008081920_00009430_W	2008-08-19 20:14:37	0.01
2008081921_00016417_W	2008-08-19 21:37:58	0.0
2008081921_00024259_W	2008-08-19 21:44:01	0.0
2008081923_00006660_W	2008-08-19 23:31:52	0.0
2008082000_00072286_W	2008-08-20 00:21:46	0.0
2008082012_00016750_W	2008-08-20 12:19:24	0.0
2008082013_00024853_W	2008-08-20 13:24:32	0.0
2008082013_00046612_W	2008-08-20 13:41:16	0.0
2008082013_00050725_W	2008-08-20 13:43:47	0.0
2008082014_00044429_W	2008-08-20 14:46:11	0.0
2008082014_00054726_W	2008-08-20 14:55:02	0.0
2008082017_00044011_W	2008-08-20 17:55:15	0.0
2008082020_00003317_W	2008-08-20 20:05:05	0.01
2008082023_00000147_W	2008-08-20 23:01:09	0.0
2008082102_00018719_W	2008-08-21 02:30:49	0.0
2008082104_00026035_W	2008-08-21 04:41:57	0.0
2008082105_00033690_W	2008-08-21 05:54:07	0.0
2008082118_00040561_W	2008-08-21 18:53:06	0.0
2008082217_00027302_W	2008-08-22 17:36:01	0.0
2008082300_00007955_W	2008-08-23 00:44:16	0.0
2008082317_00017494_W	2008-08-23 17:23:30	0.04
2008082403_00016650_W	2008-08-24 03:24:30	0.01
2008082403_00020703_W	2008-08-24 03:29:50	0.02
2008082405_00006513_W	2008-08-24 05:09:28	0.02
2008082416_00013688_W	2008-08-24 16:18:43	0.03
2008082510_00027537_W	2008-08-25 10:36:44	0.01
2008082520_00028878_W	2008-08-25 20:42:51	0.0
2008082523_00013918_W	2008-08-25 23:24:18	0.0
2008082600_00005289_W	2008-08-26 00:06:16	0.0
2008082602_00029608_W	2008-08-26 02:36:47	0.0
2008082610_00012237_W	2008-08-26 10:12:15	0.0
2008082610_00050584_W	2008-08-26 10:22:59	0.0
2008082610_00054565_W	2008-08-26 10:23:22	0.0
2008082610_00069845_W	2008-08-26 10:24:49	0.01
2008082610_00095299_W	2008-08-26 10:28:18	0.0
2008082610_00113079_W	2008-08-26 10:31:16	0.0
2008082610_00113455_W	2008-08-26 10:31:32	0.0
2008082610_00113786_W	2008-08-26 10:31:52	0.0
2008082610_00115918_W	2008-08-26 10:35:01	0.0
2008082610_00116881_W	2008-08-26 10:36:11	0.0
2008082610_00121743_W	2008-08-26 10:40:06	0.0
2008082610_00122150_W	2008-08-26 10:40:40	0.0
2008082610_00122886_W	2008-08-26 10:41:44	0.0
2008082610_00131092_W	2008-08-26 10:44:15	0.0
2008082610_00137184_W	2008-08-26 10:48:50	0.0
2008082610_00137380_W	2008-08-26 10:49:08	0.0
2008082610_00137726_W	2008-08-26 10:49:33	0.0
2008082610_00138284_W	2008-08-26 10:50:31	0.0
2008082616_00038899_W	2008-08-26 16:16:58	0.01
2008082617_00040636_W	2008-08-26 17:43:23	0.0
2008082620_00025018_W	2008-08-26 20:40:41	0.01
2008082711_00018685_W	2008-08-27 11:21:36	0.0
2008082717_00001667_W	2008-08-27 17:11:39	0.02
2008082718_00004713_W	2008-08-27 18:29:43	0.0
2008082800_00034390_W	2008-08-28 00:41:49	0.01
2008082815_00023884_W	2008-08-28 15:30:55	0.02
2008082820_00000070_W	2008-08-28 20:01:10	0.01
2008082820_00007837_W	2008-08-28 20:07:35	0.01
2008082821_00041575_W	2008-08-28 21:29:20	0.01
2008082823_00008289_W	2008-08-28 23:17:02	0.0
2008082910_00023060_W	2008-08-29 10:42:33	0.05
2008082912_00020042_W	2008-08-29 12:29:24	0.02
2008082912_00028651_W	2008-08-29 12:45:33	0.02
2008082912_00030952_W	2008-08-29 12:48:11	0.02
2008082921_00015310_W	2008-08-29 21:22:50	0.01
2008083011_00013996_W	2008-08-30 11:45:46	0.01
2008083108_00057467_W	2008-08-31 08:46:37	0.01
2008083117_00039198_W	2008-08-31 17:58:31	0.01
2008083121_00005661_W	2008-08-31 21:22:23	0.02
2008090103_00064516_W	2008-09-01 03:55:24	0.0
2008090104_00010698_W	2008-09-01 04:32:35	0.0
2008090108_00006643_W	2008-09-01 08:20:22	0.02
2008090117_00051722_W	2008-09-01 17:19:36	0.01
2008090119_00018437_W	2008-09-01 19:35:32	0.0
2008090121_00019659_W	2008-09-01 21:44:21	0.0
2008090201_00002239_W	2008-09-02 01:10:42	0.01
2008090201_00008193_W	2008-09-02 01:36:32	0.0
2008090201_00017330_W	2008-09-02 01:54:38	0.0
2008090203_00002840_W	2008-09-02 03:13:54	0.0
